time,user,place,text
Sat Jan 01 18:37:23 +0000 2022,jsemedo5,"Pawtucket, RI",How did Warzone become the worst game ever with one update? I\xe2\x80\x99ll never understand.
Sat Jan 01 18:37:22 +0000 2022,AN0WA,"Federal Capital Territory, Nigeria","First of all, it's footballlll"
Sat Jan 01 18:37:23 +0000 2022,fisackerly,"Pasadena, CA","@whyangelinawhy Honestly, above all else, it\xe2\x80\x99s just kind of obvious and boring."
Sat Jan 01 18:37:23 +0000 2022,veteran_larry,Kenya,"@TimoWerner Stop focusing on the wrong ""balls"" and wrong ""game"""
Sat Jan 01 18:37:23 +0000 2022,Masood05466793,Украина,@binance Happy new year \xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\n\n@DogelonMars https://t.co/fmnY6Zc7Fh
Sat Jan 01 18:37:23 +0000 2022,SalgaonkarOjas,"Mumbai, India",Andha-bhakts of NDA or UPA won't understand that....
Sat Jan 01 18:37:23 +0000 2022,tmj_MIT_pharm,"Detroit, MI","At #CVSHealth, we encourage our team to be bold, to be brilliant, and to be brave. Check out our opening in #Detroit, MI https://t.co/muR4xKZzHI"
Sat Jan 01 18:37:23 +0000 2022,GCorzett,"West Bend, WI",@fred035schultz Life finds a way...
Sat Jan 01 18:37:23 +0000 2022,CSSully,"Marysville, WA",@JBentley20 @MarvelStudios So true!!! We are blessed to have the MCU. No other franchise even touches what they\xe2\x80\x99ve done in one Phase.
Sat Jan 01 18:37:23 +0000 2022,DuttyCoombs,Jamaica,@tasheeni_ Hi baby. Lol
Sat Jan 01 18:37:23 +0000 2022,elprimoconcurls,"Washington, DC",I\xe2\x80\x99m still feeling some type of way for not being able to get those Jazmine tickets https://t.co/9tSCPjbB7m
Sat Jan 01 18:37:23 +0000 2022,_DajjS,"Dallas, TX",if i move to Texas i feel like i would get thick lmaooo
Sat Jan 01 18:37:23 +0000 2022,thechaneltapper,"Culver City, CA",@rrmiller927 \xe2\x9d\xa4\xef\xb8\x8fYes sir! Just needed to get some new hoops and my nails done. I\xe2\x80\x99ll be inside most of the day
Sat Jan 01 18:37:23 +0000 2022,minutebymin,"Suitland, MD",@Dmvtop88 Nice
Sat Jan 01 18:37:23 +0000 2022,JnrtmKumoji,"Oyarifa, Ghana","If she annoys you or gets you angry calm her down,go closer to her,hold her waist,draw her head closer and knock her\xf0\x9f\x98\x82\nWe don't like foolishness!! in 2\xef\xb8\x8f\xe2\x83\xa30\xef\xb8\x8f\xe2\x83\xa32\xef\xb8\x8f\xe2\x83\xa32\xef\xb8\x8f\xe2\x83\xa3"
Sat Jan 01 18:37:24 +0000 2022,Cotefrancois3,"Montréal, Québec",@PixieNix2 Perfect
Sat Jan 01 18:37:24 +0000 2022,kevin_oliya,"Kakamega, Kenya",@Dan_Omar254 @TheStarKenya Expert has said it\xf0\x9f\xa4\xa3
Sat Jan 01 18:37:24 +0000 2022,tmj_MON_gensci,"Montréal, Québec","Labcorp Drug Development is looking for teammates like you. See our latest Biostatistics job openings, including ""Principal Biostatistician (Remote)"", via the link in our bio. #RemoteJob #Montreal, QC"
Sat Jan 01 18:37:24 +0000 2022,phillipjacob,"Indiana, USA",Buy more plants. Hike more. Pet more dogs. Be kinder. Say I Love You often. Take up new hobbies. Practice forgiveness. Love yourself.
Sat Jan 01 18:37:23 +0000 2022,jimbo_roberto,Lincoln College of Technology,Reminiscing man takes me back https://t.co/0aIGcbPPcD
Sat Jan 01 18:37:24 +0000 2022,AlexisBrath,Utive,Peace at \xf0\x9f\x8f\xa0 https://t.co/54tFxPnRRJ
Sat Jan 01 18:37:24 +0000 2022,ChicagoPriest,Saint Clement Parish,Join us this weekend @StClement and on Sunday at 4:30 pm @faithhubchicago for the celebration of the #EpiphanyOfTheLord https://t.co/MkG5vdxzPP
Sat Jan 01 18:37:24 +0000 2022,duckie1313,"Massapequa, NY",@OldManGweedo Happy new year!
Sat Jan 01 18:37:24 +0000 2022,ChefAdam240985,"La Ciotat, France",@OJB72 100% true!
Sat Jan 01 18:37:24 +0000 2022,HunchoHex,"Indio, CA",I am a new man today
Sat Jan 01 18:37:24 +0000 2022,its_bunny_fan,"Bengaluru, India",@AryanSuryA_ 50 vasthe great
Sat Jan 01 18:37:24 +0000 2022,trunner01,"Haverhill, MA",@toria_jay Yah for the massage &amp; acupuncture!
Sat Jan 01 18:37:24 +0000 2022,brwnbttwn,"Baltimore, MD","@OTISCASHOE @Omnipotent_Ant Welcome to Baltimore, baybeeeee https://t.co/oP1ib214Wo"
Sat Jan 01 18:37:24 +0000 2022,karynbaum,"New Mexico, USA","@thomaslennon I love him, which is why he does not get my leftovers (and yes, I am dying a little denying him). https://t.co/XnYk4YAs3H"
Sat Jan 01 18:37:24 +0000 2022,HunterPatKicks,"Conway, SC",Committed!!! @CoachChadwell @coachmiller2525 @Coach_D13 @KohlsKicking @KohlsHighlights @kickspot_ @CoastalFootball @BallAtTheBeach https://t.co/PGjtKtjGDP
Sat Jan 01 18:37:25 +0000 2022,onxgab,Botswana,@jemie_neam I sweat \xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe thank you so much \xf0\x9f\x98\x8a
Sat Jan 01 18:37:25 +0000 2022,kaijupower,"Florida, USA",@JeffCapo You too!
Sat Jan 01 18:37:25 +0000 2022,DaniiFCR,"Vila Real, Portugal","2022, please be good \xf0\x9f\xa5\x82 https://t.co/EE990QB6m3"
Sat Jan 01 18:37:25 +0000 2022,rathi_tanmay,"Jaipur, India",There should be an like option on #WhatsApp too just like #Instagram so I can like the message whom I don't wanna reply. \xf0\x9f\x98\x85\n\n#WhatsApp #Instagram #likeoption #newfeature
Sat Jan 01 18:37:25 +0000 2022,majornija,"Atlanta, GA",@Treshiq Take a walk on the wild side!
Sat Jan 01 18:37:25 +0000 2022,thesak15,"Iowa, USA","Never concerned about Phil and the D. The O, though\xe2\x80\xa6?"
Sat Jan 01 18:37:25 +0000 2022,HIGGREALTYGROUP,"Brooklyn, NY",Thank You For Making 2021 Great\nHelp Us To Make 2022 Even Better #GodFirst \n#realestateagent #realestatelife #HappyNewYear #realestatebroker https://t.co/Z2UpyPggZE
Sat Jan 01 18:37:26 +0000 2022,JamespDonovan,"Eugene, OR",@mmpadellan 6. Convict a crime family.
Sat Jan 01 18:37:26 +0000 2022,dougvant,"Fairfield, CT",@RickMirer @danorlovsky7 @PLACTofficial @NDFootball @Fiesta_Bowl Hope your son is watching
Sat Jan 01 18:37:25 +0000 2022,kevschwa,"Milwaukee, WI",me going into 2022. https://t.co/iQAnTfkQQU
Sat Jan 01 18:37:26 +0000 2022,Jr_Wells__,"Greater Accra, Ghana",@CHighestt Bro!!!!!!!!! Solid aswear \xf0\x9f\x98\x82\xf0\x9f\x98\x82
Sat Jan 01 18:37:26 +0000 2022,elizafaye21,"Waterloo, Ontario","@WRPSToday someone had fun last night off the Geotrail in Waterloo. Fire and empties everywhere, with a name and address on a box. https://t.co/qXfmk2TrMQ"
Sat Jan 01 18:37:26 +0000 2022,drew_mullen,"Ohio, USA",@PickensLakeia Untrue. WE are no more than faceless screen handles. Some are phony.
Sat Jan 01 18:37:26 +0000 2022,VoReason313,"Detroit, MI",Learned a new word today: Multipotentiality
Sat Jan 01 18:37:26 +0000 2022,Larona_lefatshe,Botswana,@BolediYours24 Happy New year to you too my sister
Sat Jan 01 18:37:26 +0000 2022,Hecbigbag,"Houston, TX",@ImaniArrielle Got chu https://t.co/DQmYV6byVI
Sat Jan 01 18:37:26 +0000 2022,MethSanders,"Los Angeles, CA",Who should I drop?
Sat Jan 01 18:37:26 +0000 2022,LowcarbLiberty,"Lake Tapps, WA","@cosmos_mother @shanoawarrior @CarnivoreIs @OliviaL53289925 @Khiva1 @Grahanimal @Kizwiz6 @TheAltruist10 @TPoet1973 @Lynnia00721169 @thatwitchyjess7 @me1stVegan2nd @andyswarbs @cerebralsymphoy @OofT74480205 @RoodepoortL @PeachVonT @Son_of_Space @OtherCosmonauta @JoeKerr57254356 @pro13A @bloodflowerburn @hargrump @_Aloominati_ @medicalinguist Nah, I prefer to remain healthy both physically and mentally. \nMatter of fact, chicken bone broth and two grass fed meat sticks for breakfast before I start my day."
Sat Jan 01 18:37:26 +0000 2022,mgwonline,"York, PA",Just posted a photo @ My Girlfriend's Wardrobe https://t.co/ZbabYBMoUe
Sat Jan 01 18:37:26 +0000 2022,Lissa50833084,"الجبيل, المملكة العربية السعودية",Massage in Jubail Khobar Dammam Full service \nBody to body\nhttps://t.co/yvJHy1Tzty\n#\xd9\x83\xd9\x88\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7 https://t.co/XvdwYMugJA
Sat Jan 01 18:37:26 +0000 2022,amilcarvargas,"Mont-roig del Camp, Spain",New year vibes. Happy 2022. @ Cala Del Vienesos https://t.co/riSmQmOA21
Sat Jan 01 18:37:27 +0000 2022,iToffie,"Milan, Lombardy","@azaabmerchant @zatchebache chips and Gelato, who says no?"
Sat Jan 01 18:37:27 +0000 2022,Dbrianne98,"Sacramento, CA",I can\xe2\x80\x99t wait to see what this damn new year brings .. hopefully some damn positive shit man
Sat Jan 01 18:37:27 +0000 2022,WhiteheadJesse,"Zapopan, Jalisco",Just posted a photo @ CIMA PARK https://t.co/iti4zZ6EVw
Sat Jan 01 18:37:27 +0000 2022,Sagor7860,"Dhaka, Bangladesh",Click this link and hire me on Fiverr.\nProject link:- https://t.co/72LhCQo0dX\nProfile link:- https://t.co/ONtf8MsSzs\n\n#facebook #facebookmarketing #facebookpage  #facebookcampaign #facebookads #facebookadsmanager #facebookgroup #facebookadvertising  #socialmediamanager https://t.co/5dzj2l50jn
Sat Jan 01 18:37:27 +0000 2022,SurgeTheShooter,"Richmond, VA",First Day of the New Year\xe2\x80\xa6 \n\nLet\xe2\x80\x99s start it off right and hit some parlays
Sat Jan 01 18:37:27 +0000 2022,michaelnef44,"Delaware, OH",@CBJArtillery Especially up and down (the ice maybe?)
Sat Jan 01 18:37:27 +0000 2022,MicVampireQueen,"Delaware, USA","@LonnyEagleton Happy Birthday, hope you had a good one."
Sat Jan 01 18:37:27 +0000 2022,coachsarge812,"Franklin, IN",@IUE_TFXC @coachbuckler Nice!
Sat Jan 01 18:37:27 +0000 2022,Zteoheb,"San Francisco, CA",@nbreitbach \xf0\x9f\x98\x82 @karynnickels @ana13aguilar we still have one unopened.
Sat Jan 01 18:37:28 +0000 2022,DRMDNOORHUDAMA1,"Saidpur, Bangladesh",@linny890723 @WClementeIII Thanks for compliments. Thanks a lot.
Sat Jan 01 18:37:28 +0000 2022,parquesomedia,"Los Angeles, CA",@EliasTries @Pastrytime That looks damn tasty!
Sat Jan 01 18:37:28 +0000 2022,TNEjaypee,"Four Corners, TX",EVERYBODY SHARE &amp; REPOST We gotta stop all the hate and support each other! YALL GONT FEEL ME THIS YEAR BEST BELIEVE #409STEPTOGETHER https://t.co/oHqXYBbm8d
Sat Jan 01 18:37:28 +0000 2022,RALEX_NDER,"Scottsdale, AZ",Smiling Friends @adultswim is going to be a precious gem.
Sat Jan 01 18:37:28 +0000 2022,DeVineSkin93,"Cleveland, OH",I\xe2\x80\x99m taking a break from my website I\xe2\x80\x99m just not in the mood. It\xe2\x80\x99s raining which changed the air pressure which means now I have a mean ass migraine \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad
Sat Jan 01 18:37:28 +0000 2022,MadisonGMcGuire,"Georgia, USA","Dhar Mann Inspirational Message:\nJanuary 1, 2022\n\nHAPPY NEW YEAR!! Thank you God, for another year. I pray 2022 brings you and your loved ones good health, happiness and lots of blessings\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f #DharMann"
Sat Jan 01 18:37:28 +0000 2022,atomicadriii,"North Bay Village, FL",Not me crying at the Harry Potter 20th anniversary intro \xf0\x9f\x98\x85\xf0\x9f\x98\x85
Sat Jan 01 18:37:28 +0000 2022,Vikwato,"Lusaka, Zambia","@Eug_G4L Yeah he's got the potential. If he continues to play like how he played today, he will definitely be"
Sat Jan 01 18:37:28 +0000 2022,ELGJr,"Kansas City, MO","With Treylon Burks out, @RazorbackFB is missing over 42% of it's passing offense, but all @RodGilmore wants to talk about is how great @PennStateFball's defense is playing with their opt-outs. Ok... #wps #OutbackBowl"
Sat Jan 01 18:37:28 +0000 2022,kyblueblood,"Maysville, KY",I'm so proud of myself. \nI was able to do my own resume with a easy tool from the career center. \nI was too embarrassed to send the one voc rehab did to anyone  \nWhy didn't they give me the link to do my own It's a Kentucky career site.  They should be working together.\n#Kentucky
Sat Jan 01 18:37:29 +0000 2022,NirajKu97002011,"Patna, India","@ItsMePragya Happy new year2022,"
Sat Jan 01 18:37:29 +0000 2022,SaintLouu,"New Orleans, LA",Na New Orleans is a vibe.
Sat Jan 01 18:37:29 +0000 2022,mimilyn14,"Warren, MI","#MovieReview #TheMatrixMovie\n #KeanuReeves I finally saw the first Matrix, such a mind bending experience. Kind of weird but also kind of good! \xf0\x9f\x98\x82 I will watch the second one! 3.5 out of 5 stars \xe2\xad\x90\xe2\xad\x90\xe2\xad\x90 https://t.co/ZVbW9auUxl"
Sat Jan 01 18:37:29 +0000 2022,JeffreyLustick,"Los Angeles, CA","When piss drunk, #andycohen turns into a #MAGA #Republican. Drink on, my good Sir. Drink on!"
Sat Jan 01 18:37:29 +0000 2022,bbymutha,"Atlanta, GA","i would be scared if a nigga offered to pay for my hair just to see me lmao like thanks for the wig but what if i end up not even liking you fr now you want your wig back now i got smoke w a nigga over a wig, im getting embarrassed online it don\xe2\x80\x99t seem worth it \xf0\x9f\x98\xad"
Sat Jan 01 18:37:29 +0000 2022,drbrturnup,"Toronto, Ontario",New year same bitch\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad
Sat Jan 01 18:37:29 +0000 2022,Ty_Ant88,"Lawton, OK",Had you told me we were down 14 and sanders hadn't thrown a pick I'd call you a liar
Sat Jan 01 18:37:29 +0000 2022,AuthenticMike,"Virginia, USA",@Josh22213688 @bamaboy222 @cnoivaj Do you play the cards needed to win or all your cards?  Hmmm\xe2\x80\xa6. \xf0\x9f\xa4\x94
Sat Jan 01 18:37:29 +0000 2022,JarredMcGinnis,"Marseille, France","@danimalpena The first month is insanity. That's normal. Give yourself credit, you're worried about being a good dad so you're most likely being a good dad. The only parenting advice that is 100% applicable to all kids: you're going to need more muslins than you think you need."
Sat Jan 01 18:37:29 +0000 2022,desautels_phd,"Indianapolis, IN",So true!!!
Sat Jan 01 18:37:29 +0000 2022,CarnahanDennis,"Indiana, USA","@CBKimbrell I still like Bugs Bunny cartoons, but just the really old ones from the 40s, 50s, and early 60s."
Sat Jan 01 18:37:29 +0000 2022,raypadgett11,"Progress, PA",you had me at Reeves and Eggers \xf0\x9f\x98\x8d
Sat Jan 01 18:37:29 +0000 2022,Joko_Listyo,"الرياض, المملكة العربية السعودية","Massage full services in Riyadh, khobar\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\nThere are Russian girl available now\nhttps://t.co/SuqEA6SiwR\n#massage_riyadh\n#riyadh_massage_vip\n#massagefullservice\n#massagekhobar\n#riyadhmassagebodytobody https://t.co/mAofkPJIsp"
Sat Jan 01 18:37:29 +0000 2022,SJAHalton,"Oakville, Ontario","Our thoughts are with the officers, their families, friends and colleagues. Wishing them all a speedy recovery!"
Sat Jan 01 18:37:29 +0000 2022,SimoneUtecht,"Brooklyn, NY",Here\xe2\x80\x99s my hastily made lemon curd strawberry tart. #firsttartoftheyear #NewYear2022 #baking https://t.co/thSw042p22
Sat Jan 01 18:37:30 +0000 2022,cameronc89,"Edmond, OK",Being the only 5 Irish fans in the restaurant is the best feeling right now. \xf0\x9f\xa4\xa3
Sat Jan 01 18:37:30 +0000 2022,ASaunders87,"St. John's, Newfoundland and Labrador","\xf0\x9f\x92\x94 Ain't no sunshine when he's gone, only VSK all day... \xf0\x9f\x98\xa2 @WrestlingOpen #Wrestival"
Sat Jan 01 18:37:30 +0000 2022,LennyDamn,"Harrison, NY",@Kaneswag35 @DriveCurtis @KeIVBey @paulswaggerr Na they deserve a whole Wedgy
Sat Jan 01 18:37:30 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia","@kucoincom After the release of Saitamask, Saitama Community is waiting for the rank update in coin Market Cap\n\n#Saitama \n#SaitamaWolfPack\n#SaitaMask https://t.co/26Hg46QvBg"
Sat Jan 01 18:37:31 +0000 2022,Sobolslam,"Nashville, TN",@WelikeJazz @PFF_Fantasy 12 rec 174 yards 3 TDs
Sat Jan 01 18:37:31 +0000 2022,bmiller1027,"Kansas City, MO",@OtterPharm Love this!
Sat Jan 01 18:37:31 +0000 2022,welcome_nash,"Ellisville, MO",Happy New Year Everyone \xf0\x9f\x8e\x89 Let's kick it off with a new recipe \xf0\x9f\x8e\x89 \xf0\x9f\x98\x8b No Bake Sour Cream Cheesecake  #nobakecheesecake #easyrecipe \xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f https://t.co/LmR8YblbLi https://t.co/di4nhgB1Db
Sat Jan 01 18:37:31 +0000 2022,serna_marmol,"Albuquerque, NM",@VentanaRanchES Happy New Year!!
Sat Jan 01 18:37:32 +0000 2022,tmj_NJN_secure,"Mahwah, NJ","Have you ever had a role like ""Security Professional Automotive""? What did you like most about that job? #security #Mahwah, NJ"
Sat Jan 01 18:37:32 +0000 2022,RobertMoyer_X15,"Bowie, TX",@toroonthemove I can definitely understand that.
Sat Jan 01 18:37:32 +0000 2022,goldnbrownmundo,"West Adams, Los Angeles","Uggggggghh, to much champagne \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\nGotta find me a Bloody Mary."
Sat Jan 01 18:37:32 +0000 2022,democraticbear,"Lake Worth, FL","Falsifying reality is nothing new with Republicans.  They are, however impossible to believe was possible, worsening."
Sat Jan 01 18:37:32 +0000 2022,NRECAJobs,"Arlington, VA",Join the NRECA team! See our latest job opening here: https://t.co/oI4xuwUiem #coop #nonprofit
Sat Jan 01 18:37:32 +0000 2022,lpdetorres,"Mérida, España",Hendrick Goltzius - Judith https://t.co/NFShh7LOBd
Sat Jan 01 18:37:32 +0000 2022,eva_hembree,"Florida, USA",Facebook does this to me all the time.
Sat Jan 01 18:37:32 +0000 2022,tmj_sdf_nursing,"Shelbyville, KY","Have you ever had a role like ""Outpatient Registered Nurse - RN""? What did you like most about that job? #RN #Shelbyville, KY"
Sat Jan 01 18:37:32 +0000 2022,thiccbookthotty,"Toronto, Ontario","Checked the OSAP site and my funding got recalculated on Dec. 5th, so I\xe2\x80\x99m getting $1,000 less than what I was supposed to get, and it will barely cover my tuition.\n\nAnd I can\xe2\x80\x99t work to pay for it, because I have COVID! \xf0\x9f\xa5\xb2\n\n#onpoli #cdnhealth"
Sat Jan 01 18:37:32 +0000 2022,tmj_roc_sales,"Geneva, NY","If jobs with titles like ""Retail Sales Consultant- AT&amp;T"" sound appealing to you, follow us to hear about these types of opportunities in #Geneva, NY. #Sales"
Sat Jan 01 18:37:32 +0000 2022,djwhelan,"Los Angeles, CA",@LeeBrookePearc3 @hi_rankin That much is true!
Sat Jan 01 18:37:32 +0000 2022,tmj_IDG_jobs,"Twin Falls, ID","Stop staring at the clock every day. It\'s time for a new career. Follow us to view jobs with titles like ""Line Cook - Broil/Grill"" in Twin Falls, ID. #GrillMaster #grilling"
Sat Jan 01 18:37:32 +0000 2022,jessakah_,"Philadelphia, PA",@_MikeBishop @PanasonicDX4500 Jail
Sat Jan 01 18:37:33 +0000 2022,KoyalGhosh,"Kolkata, India",@AbhiAttorney_ Thank you so much! \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x8a
Sat Jan 01 18:37:33 +0000 2022,HighlyAnticip8d,"Georgia, USA",Let\xe2\x80\x99s remake this \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbe
Sat Jan 01 18:37:33 +0000 2022,RDierks,"Redwood City, CA",Late hit?
Sat Jan 01 18:37:33 +0000 2022,SouthTexasRiot,"Edinburg, TX",Touchdown Irish! https://t.co/qgsZDIHj8K
Sat Jan 01 18:37:33 +0000 2022,GroovyBenji_14,"Fort Wayne, IN",@adubba_dub Larry is a bucket. Kyle is a sniper bro pick him up
Sat Jan 01 18:37:34 +0000 2022,DavidAnthonyEm1,"Syracuse, NY","@sara_carrion_ Nukes,hands down"
Sat Jan 01 18:37:34 +0000 2022,andrewdefrank,"Washington, DC",@eastbank_dc @DDOTDC This should help: https://t.co/Fo1nsxlH68
Sat Jan 01 18:37:34 +0000 2022,scjdaved,"Sioux City, IA",Clear Kentucky hit out of bounds but somehow no flag
Sat Jan 01 18:37:34 +0000 2022,EMERSON_EER,"Reus, España",#salou #catalu\xc3\xb1a #spain #emersoneduardorodrigues en Salou Playa https://t.co/QhgekOrqOO
Sat Jan 01 18:37:34 +0000 2022,FairyGodHimbo,Gold's Gym,@muscle_for Not so far. I\xe2\x80\x99m good in either case though
Sat Jan 01 18:37:34 +0000 2022,andrewzigler,"West Hollywood, CA",@taylorprobably let\xe2\x80\x99s open a bake shop
Sat Jan 01 18:37:34 +0000 2022,Fattishi,"McCandless, PA",@lionspride95 @RedditCFB Well...
Sat Jan 01 18:37:34 +0000 2022,ekanoel,"East Orange, NJ",Happy New Year's \xf0\x9f\xa5\x82\n#blessingsonblessings \n#Hello2022\xf0\x9f\x98\x9c\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe\xf0\x9f\x92\xaf\xf0\x9f\x8e\xaf\xe2\x9d\xa4\xef\xb8\x8f https://t.co/4x1G6ozGbR
Sat Jan 01 18:37:34 +0000 2022,LouisPeitzman,"Manhattan, NY",Getting on a train with the knowledge that it could easily be an Escape Room: Tournament of Champions situation.
